data_type,title,url,date,author,imagename,excerpt,publisher,published_year,published_month,authors_pub,journal,volume,issue,source_media
Publication,"IRI Technical Report 09-04. Designing Index-Based Weather Insurance for Farmers in Adi Ha, Ethiopia. Report to OXFAM America","<a href=""http://portal.iri.columbia.edu/portal/server.pt/gateway/PTARGS_0_4972_6332_0_0_18/rpt09-04%202009_EthiopiaInsuranceReporttoOxfam.pdf"">IRI Technical Report 09-04. Designing Index-Based Weather Insurance for Farmers in Adi Ha, Ethiopia. Report to OXFAM America</a>",,,,,International Research Institute for Climate and Society,2009,8,"Dinku, T.<br />
Giannini, A.<br />
Hansen, J.<br />
Holthaus, E.<br />
Ines, A.<br />
Kaheil, Y.<br />
Karnauskas, K.<br />
Lyon, B.<br />
Madajewicz, M.<br />
Mclaurin, M.<br />
Mullally, C.<br />
Norton, M.<br />
Osgood, D.<br />
Peterson, N.<br />
Robertson, A.<br />
Shirley, K.<br />
Small, C.<br />
Vicarelli, M.",IRI Technical Report,,,
Publication,Climate and Society No. 2. Index insurance and climate risk: propects for development and disaster management,"<a href=""https://iri.columbia.edu/wp-content/uploads/2013/07/Climate-and-Society-Issue-Number-2.pdf"">Climate and Society No. 2. Index insurance and climate risk: propects for development and disaster management</a>",,,,,International Research Institute for Climate and Society,2009,6,"Hellmuth, M.<br />
Osgood, D.<br />
Hess, U.<br />
Moorhead, A.<br />
Bhojwani, H.",IRI Climate and Society Series,,,
Publication,Habitat preservation and restoration: Do homebuyers have preference for quality habitat?,"<a href=""http://hdl.handle.net/10.1016/j.ecolecon.2008.10.005"">Habitat preservation and restoration: Do homebuyers have preference for quality habitat?</a>",,,,,Elsevier,2009,3,"Bark-Hodgkins, R.H.<br />
Osgood, D. E.<br />
Colby, B.G.<br />
Katz, G.<br />
Stromberg, J.",Ecological Economics,68,,
Publication,IRI Technical Report 09-01. Designing Index-Based Weather Insurance for Farmers in Central America,"<a href=""http://portal.iri.columbia.edu/portal/server.pt/gateway/PTARGS_0_4972_3322_0_0_18/Central.America.Report.pdf"">IRI Technical Report 09-01. Designing Index-Based Weather Insurance for Farmers in Central America</a>",,,,,International Research Institute for Climate and Society,2009,3,"Giannini, A.<br />
Hansen, J.<br />
Holthaus, E.<br />
Ines, A.<br />
Kaheil, Y.<br />
Karnauskas, K.<br />
McLaurin, M.<br />
Osgood, D.<br />
Robertson, A.<br />
Shirley, K.<br />
Vicarelli, M.",IRI Technical Report,,,
Publication,Managing hydroclimatological risk to water supply with option contracts and reservoir index insurance,"<a href=""http://hdl.handle.net/10.1029/2007wr006093"">Managing hydroclimatological risk to water supply with option contracts and reservoir index insurance</a>",,,,,American Geophysical Union,2007,11,"Brown, C.<br />
Carriquiry, M.",Water Resources Research,43,11,
Publication,"Designing Index-Based Weather Insurance for Farmers In Central America: Final Report to the World Bank Commodity Risk Management Group, ARD","<a href=""https://doi.org/10.7916/D8DF6Z20"">Designing Index-Based Weather Insurance for Farmers In Central America: Final Report to the World Bank Commodity Risk Management Group, ARD</a>",,,,,IRI,2007,6,"Osgood, Daniel E.<br />
McLaurin, Megan<br />
Carriquiry, Miguel<br />
Mishra, Ashok<br />
Fiondella, Francesco<br />
Hansen, James W.<br />
Peterson, Nicole<br />
Ward, M. Neil",,,,
Publication,Technical annex : HARITA IRI report to Oxfam America,"<a href=""https://doi.org/10.7916/D8MW2Q01"">Technical annex : HARITA IRI report to Oxfam America</a>",,,,,,2010,,"Osgood, Daniel E.",,,,
Publication,HARITA IRI report to Oxfam America,"<a href=""https://doi.org/10.7916/D8RJ4RBG"">HARITA IRI report to Oxfam America</a>",,,,,,2010,,"Osgood, Daniel E.",,,,
Publication,Science-based insurance,"<a href=""https://doi.org/10.7916/mhq4-e811"">Science-based insurance</a>",,,,,,2011,,"Brown, Molly E.<br />
Osgood, Daniel E.<br />
Carriquiry, Miguel A.",,,,
Publication,Farmers’ knowledge improves identification of drought impacts: A nationwide statistical analysis in Zambia,"<a href=""https://doi.org/10.7916/zcrk-c626"">Farmers’ knowledge improves identification of drought impacts: A nationwide statistical analysis in Zambia</a>",,,,,,2025,,"Mauerman, Max<br />
Osbahr, Henny<br />
Black, Emily<br />
Osgood, Daniel<br />
Chelwa, Grieve<br />
Mushinge, Bernadette",,,,
Publication,Climate variability through the lens of applied weather index insurance in Senegal-a novel perspective on the implications of decadal variation,"<a href=""https://doi.org/10.7916/zny2-ae06"">Climate variability through the lens of applied weather index insurance in Senegal-a novel perspective on the implications of decadal variation</a>",,,,,,2024,,"Osgood, Daniel E.<br />
Blakeley, S. Lucille<br />
Ouni, Souha<br />
Enenkel, Markus<br />
Braun, Melody<br />
Lebel, Thierry<br />
Giannini, Alessandra",,,,
Publication,Innovations in Climate Risk Management: Protecting and Building Rural Livelihoods in a Variable and Changing Climate,"<a href=""https://doi.org/10.7916/D8ZW1S4C"">Innovations in Climate Risk Management: Protecting and Building Rural Livelihoods in a Variable and Changing Climate</a>",,,,,,2007,,"Hansen, James W.<br />
Baethgen, Walter E.<br />
Osgood, Daniel E.<br />
Ceccato, Pietro N.<br />
Ngugi, Robinson Kinuthia",,,,
Publication,Bridging critical gaps in climate services and applications in Africa,"<a href=""https://doi.org/10.7916/D8V69H3T"">Bridging critical gaps in climate services and applications in Africa</a>",,,,,,2014,,"Dinku, Tufa<br />
Block, Paul<br />
Sharoff, Jessica<br />
Hailemariam, Kinfe<br />
Osgood, Daniel E.<br />
del Corral, John C.<br />
Cousin, Remi<br />
Thomson, Madeleine C.",,,,
Publication,International Research Institute for Climate and Society,"<a href=""https://doi.org/10.7916/k69x-ta59"">International Research Institute for Climate and Society</a>",,,,,,2013,,"Stanimirova, Radost<br />
Greatrex, Helen<br />
Diro, Rahel<br />
Sharoff, Jessica<br />
Mann, Bristol<br />
D’Agostino, Anthony Louis<br />
Rogers-Martinez, Marshall<br />
Blakeley, Sarah<br />
Small, Christopher<br />
Ceccato, Pietro<br />
Dinku, Tufa<br />
Osgood, Daniel E.",,,,
Publication,Working Paper: Poverty Traps and Climate and Weather Risk: Limitations and Opportunities of Index-based Risk Financing,"<a href=""https://doi.org/10.7916/D82231MZ"">Working Paper: Poverty Traps and Climate and Weather Risk: Limitations and Opportunities of Index-based Risk Financing</a>",,,,,,2007,,"Barrett, Christopher B.<br />
Barnett, Barry J.<br />
Carter, Michael R.<br />
Chantarat, Sommarat<br />
Hansen, James W.<br />
Mude, Andrew G.<br />
Osgood, Daniel E.<br />
Skees, Jerry R.<br />
Turvey, Calum G.<br />
Ward, M. Neil",,,,
Publication,"Designing Index-Based Weather Insurance for Farmers in Adi Ha, Ethiopia: Report to OXFAM America, July 2009","<a href=""https://doi.org/10.7916/D8CF9WZN"">Designing Index-Based Weather Insurance for Farmers in Adi Ha, Ethiopia: Report to OXFAM America, July 2009</a>",,,,,,2009,,"Dinku, Tufa<br />
Giannini, Alessandra<br />
Hansen, James W.<br />
Holthaus, Eric<br />
Ines, Amor Valeriano M.<br />
Kaheil, Yasir<br />
Karnauskas, Kristopher B.<br />
Lyon, Bradfield<br />
Madajewicz, Malgosia<br />
McLaurin, Megan<br />
Mullally, Connor<br />
Norton, Michael T.<br />
Osgood, Daniel E.<br />
Peterson, Nicole<br />
Robertson, Andrew W.<br />
Shirley, Kenneth<br />
Small, Christopher<br />
Vicarelli, Marta",,,,
Publication,Essays on Using Climate Information in Disaster and Climate Risk Management,"<a href=""https://doi.org/10.7916/d8-2rqg-n386"">Essays on Using Climate Information in Disaster and Climate Risk Management</a>",,,,,,2020,,"Dookie, Denyse Shivani",,,,
